Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2013;508295;521446
02-05-2013;503061;518444
03-05-2013;507159;518779
04-05-2013;514311;524873
05-05-2013;480020;499306
06-05-2013;532009;553388
07-05-2013;523334;547429
08-05-2013;509046;534514
09-05-2013;443502;483835
10-05-2013;461443;487861
11-05-2013;472909;490991
12-05-2013;464547;489218
13-05-2013;521233;535502
14-05-2013;515939;538129
15-05-2013;518494;539782
16-05-2013;528145;551232
17-05-2013;538761;549898
18-05-2013;514572;515069
19-05-2013;490425;499876
20-05-2013;540745;548822
21-05-2013;542062;548167
22-05-2013;550576;553461
23-05-2013;561694;553024
24-05-2013;554904;557654
25-05-2013;515052;518732
26-05-2013;488843;503691
27-05-2013;534148;546444
28-05-2013;550516;549318
29-05-2013;549418;552200
30-05-2013;531553;546238
