Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2014;630352;629589
02-07-2014;632858;630854
03-07-2014;629190;627201
04-07-2014;630164;625911
05-07-2014;612646;608653
06-07-2014;600725;603959
07-07-2014;635410;622836
08-07-2014;628986;620747
09-07-2014;623646;617287
10-07-2014;636193;621857
11-07-2014;627773;623866
12-07-2014;606968;617967
13-07-2014;593145;612934
14-07-2014;624832;626749
15-07-2014;620571;618497
16-07-2014;631697;620264
17-07-2014;654688;628748
18-07-2014;644988;629500
19-07-2014;634254;619938
20-07-2014;623223;620368
21-07-2014;639837;643540
22-07-2014;637460;644504
23-07-2014;636992;644696
24-07-2014;638593;632685
25-07-2014;644082;640373
26-07-2014;634265;629057
27-07-2014;621809;623249
28-07-2014;634910;642001
29-07-2014;633364;640333
30-07-2014;634687;638734
