Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2013;224507;208077
01-06-2013;210594;201134
02-06-2013;206116;193557
03-06-2013;223849;202306
04-06-2013;223164;201692
05-06-2013;226191;202146
06-06-2013;220494;204791
07-06-2013;221141;202725
08-06-2013;208207;195697
09-06-2013;205922;193303
10-06-2013;217275;205995
11-06-2013;218909;210422
12-06-2013;210963;202905
13-06-2013;230022;216904
14-06-2013;228516;223624
15-06-2013;223719;215404
16-06-2013;215777;207103
17-06-2013;223649;219024
18-06-2013;225507;219825
19-06-2013;223378;213900
20-06-2013;221003;208743
21-06-2013;213807;207532
22-06-2013;205024;199698
23-06-2013;200046;192056
24-06-2013;211517;206440
25-06-2013;214933;211192
26-06-2013;220493;218236
27-06-2013;223953;227451
28-06-2013;223941;233180
29-06-2013;210155;226812
