Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2012;471993;504737
01-09-2012;460477;492214
02-09-2012;457089;486114
03-09-2012;466098;497183
04-09-2012;468717;500468
05-09-2012;473179;504176
06-09-2012;477053;508076
07-09-2012;484207;509985
08-09-2012;473379;500557
09-09-2012;469589;495488
10-09-2012;485183;508042
11-09-2012;482015;506282
12-09-2012;480733;505524
13-09-2012;483365;506064
14-09-2012;483886;508007
15-09-2012;477406;500174
16-09-2012;474870;501942
17-09-2012;497408;520531
18-09-2012;499616;522943
19-09-2012;501103;522758
20-09-2012;506400;526951
21-09-2012;506546;528570
22-09-2012;497044;522281
23-09-2012;500205;521427
24-09-2012;520680;541401
25-09-2012;519303;539652
26-09-2012;521733;541188
27-09-2012;521125;538204
28-09-2012;512226;537184
29-09-2012;499173;529821
