Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2017;81851;70151
02-08-2017;85646;73454
03-08-2017;85139;73012
04-08-2017;84753;72769
05-08-2017;83368;71562
06-08-2017;84447;72548
07-08-2017;83081;71190
08-08-2017;81676;69766
09-08-2017;84575;70552
10-08-2017;85718;71182
11-08-2017;86108;71519
12-08-2017;84206;69556
13-08-2017;84003;69284
14-08-2017;86636;71914
15-08-2017;87120;72501
16-08-2017;87365;72754
17-08-2017;86236;71906
18-08-2017;85017;70608
19-08-2017;84723;70293
20-08-2017;83750;69428
21-08-2017;86530;72135
22-08-2017;87721;73051
23-08-2017;88074;73702
24-08-2017;86501;72195
25-08-2017;84814;70739
26-08-2017;82646;69210
27-08-2017;81684;68220
28-08-2017;86326;72209
29-08-2017;86659;71957
30-08-2017;89575;74921
