Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2012;626515;649285
02-03-2012;624718;649334
03-03-2012;619309;636440
04-03-2012;614145;623680
05-03-2012;615524;637822
06-03-2012;623066;640682
07-03-2012;612200;635783
08-03-2012;594251;615908
09-03-2012;590406;617663
10-03-2012;603304;621039
11-03-2012;609144;628692
12-03-2012;616112;628741
13-03-2012;609241;622752
14-03-2012;613007;620088
15-03-2012;598835;618922
16-03-2012;609475;620866
17-03-2012;589894;608956
18-03-2012;588235;603033
19-03-2012;593419;615205
20-03-2012;590424;613258
21-03-2012;587092;609299
22-03-2012;580692;608293
23-03-2012;573012;599431
24-03-2012;559926;586608
25-03-2012;553053;579820
26-03-2012;560064;587205
27-03-2012;561555;587331
28-03-2012;559335;589336
29-03-2012;558587;587592
30-03-2012;556722;583695
