Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2014;274495;299772
30-01-2014;280928;307531
31-01-2014;277326;313940
01-02-2014;256331;309503
02-02-2014;256190;306971
03-02-2014;269486;317446
04-02-2014;274050;316234
05-02-2014;273973;307012
06-02-2014;272995;304097
07-02-2014;273838;300179
08-02-2014;268658;288253
09-02-2014;253296;279126
10-02-2014;255404;281659
11-02-2014;268123;274520
12-02-2014;256664;271354
13-02-2014;263169;270807
14-02-2014;255680;268347
15-02-2014;241117;257353
16-02-2014;237122;255202
17-02-2014;251219;268532
18-02-2014;255422;263803
19-02-2014;247194;261948
20-02-2014;242625;260919
21-02-2014;244017;260216
22-02-2014;217698;253945
23-02-2014;221563;253557
24-02-2014;238188;266973
25-02-2014;244119;271491
26-02-2014;243434;271968
27-02-2014;237910;268364
