Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2016;3064534;3022790
02-03-2016;3077077;3032215
03-03-2016;3068847;3020402
04-03-2016;3042919;2997647
05-03-2016;2979584;2921735
06-03-2016;2932477;2877999
07-03-2016;2947754;2873889
08-03-2016;2899480;2823395
09-03-2016;3009018;2964653
10-03-2016;3012780;2967372
11-03-2016;3000827;2954269
12-03-2016;2952564;2875063
13-03-2016;2893670;2822477
14-03-2016;3007696;2957777
15-03-2016;3010428;2961938
16-03-2016;3014366;2968110
17-03-2016;2999460;2958557
18-03-2016;2995136;2956951
19-03-2016;2945427;2885267
20-03-2016;2902714;2848907
21-03-2016;3004215;2969720
22-03-2016;2997456;2963170
23-03-2016;2983354;2953623
24-03-2016;2968186;2939744
25-03-2016;2940122;2908070
26-03-2016;2877982;2816316
27-03-2016;2820378;2771282
28-03-2016;2899908;2866933
29-03-2016;2887049;2855964
30-03-2016;2872720;2840509
