Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2018;765401;743510
01-11-2018;762158;740233
02-11-2018;768711;740563
03-11-2018;759733;725519
04-11-2018;740239;721359
05-11-2018;748090;729664
06-11-2018;755572;745809
07-11-2018;757740;746137
08-11-2018;765092;749047
09-11-2018;778523;761274
10-11-2018;773439;760871
11-11-2018;767702;755989
12-11-2018;786620;772106
13-11-2018;798698;769892
14-11-2018;800540;771064
15-11-2018;791094;769712
16-11-2018;795492;774439
17-11-2018;776071;762004
18-11-2018;767971;754662
19-11-2018;786144;771657
20-11-2018;780715;767753
21-11-2018;786663;771461
22-11-2018;790759;774926
23-11-2018;796564;784984
24-11-2018;790579;781724
25-11-2018;776024;769392
26-11-2018;802283;791671
27-11-2018;806117;792310
28-11-2018;814216;793565
29-11-2018;814625;801265
