Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2020;276162;273675
02-10-2020;274148;274569
03-10-2020;262539;260183
04-10-2020;263980;254619
05-10-2020;277773;279295
06-10-2020;280715;283269
07-10-2020;283791;284097
08-10-2020;283008;284586
09-10-2020;286986;285312
10-10-2020;283542;275600
11-10-2020;280898;267502
12-10-2020;296898;288455
13-10-2020;294960;289782
14-10-2020;296147;287396
15-10-2020;296803;287423
16-10-2020;299835;287928
17-10-2020;284780;278880
18-10-2020;295930;275316
19-10-2020;306119;291781
20-10-2020;311491;295194
21-10-2020;314322;301027
22-10-2020;315314;303846
23-10-2020;319782;307824
24-10-2020;297084;289516
25-10-2020;305770;279976
26-10-2020;317520;303823
27-10-2020;316126;305510
28-10-2020;319445;309063
29-10-2020;318089;308166
30-10-2020;320161;309070
