Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2011;2940474;2890897
01-11-2011;2943141;2889112
02-11-2011;2951989;2890193
03-11-2011;2926952;2877186
04-11-2011;2832484;2757007
05-11-2011;2845566;2772406
06-11-2011;2878524;2811508
07-11-2011;3064363;3008775
08-11-2011;3105699;3044697
09-11-2011;3112637;3049623
10-11-2011;3133703;3064444
11-11-2011;3113976;3058104
12-11-2011;3019885;2948409
13-11-2011;2973268;2903991
14-11-2011;3126142;3070986
15-11-2011;3141735;3083814
16-11-2011;3166601;3104315
17-11-2011;3172844;3111443
18-11-2011;3157069;3095237
19-11-2011;3072057;2988892
20-11-2011;3025260;2942362
21-11-2011;3184789;3120796
22-11-2011;3207252;3143074
23-11-2011;3232343;3168624
24-11-2011;3263601;3199600
25-11-2011;3258144;3191809
26-11-2011;3136444;3064068
27-11-2011;3061666;2996050
28-11-2011;3203758;3147482
29-11-2011;3206737;3145741
