Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2011;619862;601980
02-01-2011;627718;602258
03-01-2011;661152;617899
04-01-2011;689392;646364
05-01-2011;704608;655108
06-01-2011;702131;655512
07-01-2011;675430;639813
08-01-2011;703464;649044
09-01-2011;692519;639132
10-01-2011;701948;653080
11-01-2011;751770;687669
12-01-2011;776561;699608
13-01-2011;764665;705328
14-01-2011;753846;697525
15-01-2011;725351;658624
16-01-2011;716102;659261
17-01-2011;784581;730021
18-01-2011;801222;741529
19-01-2011;798750;747310
20-01-2011;817651;746382
21-01-2011;804658;741657
22-01-2011;758063;694032
23-01-2011;745530;674918
24-01-2011;800106;728426
25-01-2011;797676;732852
26-01-2011;796903;738206
27-01-2011;796011;743795
28-01-2011;790711;735963
29-01-2011;747887;683674
30-01-2011;732644;663061
