Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2015;113775;106825
02-01-2015;116168;109109
03-01-2015;117778;110701
04-01-2015;117299;110241
05-01-2015;117634;110766
06-01-2015;117802;110838
07-01-2015;116670;109689
08-01-2015;117785;110716
09-01-2015;118100;110903
10-01-2015;118747;111558
11-01-2015;118708;111653
12-01-2015;120723;113621
13-01-2015;118407;111213
14-01-2015;118594;111368
15-01-2015;120451;113277
16-01-2015;120763;113588
17-01-2015;120036;113006
18-01-2015;119421;112230
19-01-2015;121647;114522
20-01-2015;120625;113486
21-01-2015;122114;114896
22-01-2015;123148;116115
23-01-2015;122394;115493
24-01-2015;121092;114053
25-01-2015;120036;112911
26-01-2015;120258;113027
27-01-2015;119293;112110
28-01-2015;120431;112754
29-01-2015;121127;113392
30-01-2015;120686;113026
