Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2013;194789;187550
02-05-2013;195613;189695
03-05-2013;204493;191096
04-05-2013;201859;191822
05-05-2013;199141;182013
06-05-2013;211538;196943
07-05-2013;215680;197419
08-05-2013;213179;197704
09-05-2013;208619;184768
10-05-2013;215391;190147
11-05-2013;211821;191678
12-05-2013;208971;189880
13-05-2013;212213;197593
14-05-2013;220162;201725
15-05-2013;228108;203116
16-05-2013;231995;203898
17-05-2013;223780;202924
18-05-2013;210035;196371
19-05-2013;210657;191481
20-05-2013;220112;200606
21-05-2013;224974;202687
22-05-2013;233356;204647
23-05-2013;234370;207981
24-05-2013;231202;209034
25-05-2013;215529;198741
26-05-2013;215393;194891
27-05-2013;220423;205361
28-05-2013;219925;206715
29-05-2013;222367;205270
30-05-2013;220732;207853
