Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2011;67999;64348
02-08-2011;67267;63362
03-08-2011;68340;64454
04-08-2011;71664;67739
05-08-2011;70034;66062
06-08-2011;66526;63092
07-08-2011;67452;64167
08-08-2011;70026;66982
09-08-2011;69637;66183
10-08-2011;70693;67228
11-08-2011;69478;66669
12-08-2011;68043;64335
13-08-2011;67215;63212
14-08-2011;67385;63395
15-08-2011;69048;65367
16-08-2011;69629;65794
17-08-2011;68908;65102
18-08-2011;68407;64536
19-08-2011;67563;64010
20-08-2011;65407;62551
21-08-2011;65385;62471
22-08-2011;66512;63762
23-08-2011;67905;65186
24-08-2011;67546;64819
25-08-2011;66008;63340
26-08-2011;65537;63183
27-08-2011;64156;62016
28-08-2011;65308;62998
29-08-2011;68103;65685
30-08-2011;68040;65651
