Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2018;773885;792203
02-03-2018;769251;781809
03-03-2018;768584;768026
04-03-2018;745073;756890
05-03-2018;765687;778932
06-03-2018;751272;769570
07-03-2018;752025;771722
08-03-2018;732008;749762
09-03-2018;735017;751958
10-03-2018;746437;760165
11-03-2018;736499;757555
12-03-2018;770227;776527
13-03-2018;774155;771403
14-03-2018;774537;765926
15-03-2018;773445;761683
16-03-2018;763777;758973
17-03-2018;746231;742957
18-03-2018;731925;741666
19-03-2018;764307;762739
20-03-2018;760316;759796
21-03-2018;754055;758552
22-03-2018;744917;755289
23-03-2018;745892;758986
24-03-2018;749308;750835
25-03-2018;732705;740010
26-03-2018;756476;754095
27-03-2018;746376;749261
28-03-2018;754226;751331
29-03-2018;754501;749717
30-03-2018;746189;749513
