Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2016;239805;210693
01-06-2016;236917;209930
02-06-2016;227804;209300
03-06-2016;215604;208070
04-06-2016;226693;202416
05-06-2016;224598;202395
06-06-2016;236631;214943
07-06-2016;241854;216818
08-06-2016;232422;218852
09-06-2016;227161;218781
10-06-2016;230207;218210
11-06-2016;234097;211930
12-06-2016;224926;208833
13-06-2016;224667;209835
14-06-2016;229045;215250
15-06-2016;230553;212769
16-06-2016;228767;208976
17-06-2016;233129;210332
18-06-2016;232311;199207
19-06-2016;232019;195841
20-06-2016;250469;211008
21-06-2016;254909;211748
22-06-2016;255764;211467
23-06-2016;258437;211594
24-06-2016;257672;213280
25-06-2016;257539;206325
26-06-2016;251645;202928
27-06-2016;262024;213905
28-06-2016;256991;214169
29-06-2016;253088;211301
