Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2016;99609;90755
01-04-2016;100364;91474
02-04-2016;100692;91847
03-04-2016;97068;88586
04-04-2016;91815;89015
05-04-2016;91510;88781
06-04-2016;90587;87686
07-04-2016;93002;90292
08-04-2016;91422;88549
09-04-2016;91404;88674
10-04-2016;89678;87096
11-04-2016;90977;88342
12-04-2016;92208;89656
13-04-2016;90850;88095
14-04-2016;91355;88729
15-04-2016;89046;86404
16-04-2016;89936;87332
17-04-2016;92044;89315
18-04-2016;91480;88892
19-04-2016;90681;88091
20-04-2016;95667;87678
21-04-2016;93971;85786
22-04-2016;95873;87529
23-04-2016;94132;85033
24-04-2016;92403;83344
25-04-2016;95306;85901
26-04-2016;94226;84965
27-04-2016;93545;84531
28-04-2016;93402;84575
29-04-2016;90984;81924
