Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2019;526537;543567
02-05-2019;539036;548846
03-05-2019;546144;552282
04-05-2019;543327;550764
05-05-2019;539456;545486
06-05-2019;539899;544584
07-05-2019;529532;536675
08-05-2019;520065;533838
09-05-2019;515721;530794
10-05-2019;521566;542582
11-05-2019;523486;542580
12-05-2019;513883;541125
13-05-2019;528852;557323
14-05-2019;537319;559443
15-05-2019;532012;556603
16-05-2019;533129;555725
17-05-2019;535656;555542
18-05-2019;529195;547923
19-05-2019;515678;537279
20-05-2019;520532;538072
21-05-2019;512338;532367
22-05-2019;511309;530914
23-05-2019;513850;535986
24-05-2019;521955;537120
25-05-2019;514439;525066
26-05-2019;518040;525620
27-05-2019;529439;532471
28-05-2019;520353;530377
29-05-2019;506835;520501
30-05-2019;506855;517815
