Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2011;3145621;3103991
30-01-2011;3079271;3035210
31-01-2011;3223249;3173743
01-02-2011;3215870;3176041
02-02-2011;3226312;3178500
03-02-2011;3212710;3164726
04-02-2011;3201794;3142809
05-02-2011;3083808;3015808
06-02-2011;3021629;2958324
07-02-2011;3181187;3119979
08-02-2011;3207483;3147700
09-02-2011;3211721;3153116
10-02-2011;3231309;3169687
11-02-2011;3245349;3195028
12-02-2011;3148947;3088210
13-02-2011;3109104;3051428
14-02-2011;3281366;3225582
15-02-2011;3304257;3242607
16-02-2011;3320828;3262028
17-02-2011;3333954;3276519
18-02-2011;3346226;3281871
19-02-2011;3240959;3175090
20-02-2011;3189555;3128266
21-02-2011;3350399;3290549
22-02-2011;3349824;3290380
23-02-2011;3205564;3137872
24-02-2011;3321341;3268048
25-02-2011;3329534;3271532
26-02-2011;3214842;3148312
27-02-2011;3135067;3079669
