Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2011;88848;85150
01-11-2011;89339;85416
02-11-2011;87959;83945
03-11-2011;87480;83714
04-11-2011;87665;84035
05-11-2011;87388;83983
06-11-2011;87599;84520
07-11-2011;89900;87599
08-11-2011;90057;87773
09-11-2011;90368;88380
10-11-2011;89204;86943
11-11-2011;90643;87295
12-11-2011;90946;87034
13-11-2011;92884;89212
14-11-2011;98049;93943
15-11-2011;100856;96531
16-11-2011;102221;97880
17-11-2011;103548;99291
18-11-2011;102938;98904
19-11-2011;101208;97335
20-11-2011;102091;98102
21-11-2011;104958;101114
22-11-2011;105934;101893
23-11-2011;107292;103374
24-11-2011;106691;103292
25-11-2011;106701;103580
26-11-2011;105546;102343
27-11-2011;102779;99399
28-11-2011;104894;101716
29-11-2011;105968;102824
