Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2017;267783;265361
02-07-2017;269162;270441
03-07-2017;290124;288898
04-07-2017;291231;281690
05-07-2017;278698;253562
06-07-2017;266028;248363
07-07-2017;263802;242726
08-07-2017;258438;232748
09-07-2017;255526;226259
10-07-2017;252562;238552
11-07-2017;250373;245856
12-07-2017;263642;251092
13-07-2017;269328;255618
14-07-2017;271322;256442
15-07-2017;260793;250198
16-07-2017;257768;250798
17-07-2017;273413;269247
18-07-2017;272920;274248
19-07-2017;272167;269451
20-07-2017;273690;262249
21-07-2017;276418;263351
22-07-2017;271812;260698
23-07-2017;273899;251305
24-07-2017;285479;268226
25-07-2017;289044;271852
26-07-2017;288661;280737
27-07-2017;291004;291370
28-07-2017;299498;293464
29-07-2017;289548;269140
30-07-2017;276344;252907
