Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2012;239314;224617
01-06-2012;237854;221604
02-06-2012;236324;215901
03-06-2012;231359;209193
04-06-2012;241591;220642
05-06-2012;251602;222121
06-06-2012;254291;220811
07-06-2012;247675;218163
08-06-2012;248212;219223
09-06-2012;243333;216016
10-06-2012;236228;202521
11-06-2012;240765;202774
12-06-2012;245474;204173
13-06-2012;247275;212196
14-06-2012;249449;212333
15-06-2012;245304;211589
16-06-2012;234243;201473
17-06-2012;226196;198467
18-06-2012;230969;207190
19-06-2012;229371;207369
20-06-2012;236211;207771
21-06-2012;240387;207550
22-06-2012;240158;207442
23-06-2012;224552;195856
24-06-2012;229747;194010
25-06-2012;233259;205625
26-06-2012;237312;207072
27-06-2012;228820;208342
28-06-2012;226284;209563
29-06-2012;229004;210266
