Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2020;324841;277089
02-03-2020;333595;284269
03-03-2020;329413;284980
04-03-2020;328986;286113
05-03-2020;328937;286945
06-03-2020;319615;282204
07-03-2020;315691;273886
08-03-2020;319326;266368
09-03-2020;316563;266353
10-03-2020;319756;274701
11-03-2020;321240;276340
12-03-2020;321816;276829
13-03-2020;310933;278639
14-03-2020;291514;274153
15-03-2020;300629;271526
16-03-2020;328499;284851
17-03-2020;329989;280699
18-03-2020;321162;279329
19-03-2020;318536;276905
20-03-2020;322676;279800
21-03-2020;330849;275713
22-03-2020;320886;271235
23-03-2020;315866;279837
24-03-2020;319984;278924
25-03-2020;307347;274552
26-03-2020;290603;271596
27-03-2020;299215;266015
28-03-2020;300362;256792
29-03-2020;290792;255776
30-03-2020;298628;259010
