Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2014;817476;786560
02-12-2014;809557;803436
03-12-2014;824380;821329
04-12-2014;825147;821434
05-12-2014;823446;819760
06-12-2014;811281;808336
07-12-2014;788959;796641
08-12-2014;821188;806262
09-12-2014;828953;806282
10-12-2014;820679;802698
11-12-2014;815379;796128
12-12-2014;810438;801032
13-12-2014;779900;773274
14-12-2014;758582;761659
15-12-2014;794135;783451
16-12-2014;793149;783266
17-12-2014;809573;794830
18-12-2014;799033;791260
19-12-2014;807006;787991
20-12-2014;787617;772690
21-12-2014;775358;761426
22-12-2014;788530;777079
23-12-2014;789417;773982
24-12-2014;803420;787189
25-12-2014;802956;788991
26-12-2014;789361;787287
27-12-2014;774559;777300
28-12-2014;775732;776049
29-12-2014;807387;803574
30-12-2014;812986;794592
