Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2020;2705921;2674441
02-10-2020;2718518;2688965
03-10-2020;2666280;2630512
04-10-2020;2643970;2612811
05-10-2020;2745298;2721284
06-10-2020;2763742;2738859
07-10-2020;2787922;2756303
08-10-2020;2793605;2760570
09-10-2020;2795024;2770898
10-10-2020;2750827;2705149
11-10-2020;2729120;2673175
12-10-2020;2807494;2776225
13-10-2020;2804149;2772409
14-10-2020;2795481;2771156
15-10-2020;2805562;2779164
16-10-2020;2833382;2805014
17-10-2020;2830521;2769982
18-10-2020;2817552;2756243
19-10-2020;2898852;2868695
20-10-2020;2912161;2883528
21-10-2020;2929407;2899108
22-10-2020;2949787;2915601
23-10-2020;2947658;2915215
24-10-2020;2903610;2844756
25-10-2020;2853413;2803421
26-10-2020;2938352;2909868
27-10-2020;2953244;2919191
28-10-2020;2964092;2929351
29-10-2020;2954394;2930104
30-10-2020;2968950;2939535
