Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2013;74842;66603
01-09-2013;75128;67048
02-09-2013;76106;68007
03-09-2013;79328;68641
04-09-2013;80295;69339
05-09-2013;80486;69904
06-09-2013;79695;67019
07-09-2013;74974;66794
08-09-2013;74830;66708
09-09-2013;80765;68389
10-09-2013;80095;67475
11-09-2013;80081;67595
12-09-2013;81058;68149
13-09-2013;82754;69315
14-09-2013;76179;67068
15-09-2013;77761;68491
16-09-2013;83904;70109
17-09-2013;83977;70581
18-09-2013;83921;70567
19-09-2013;86809;73690
20-09-2013;86026;72665
21-09-2013;79023;70824
22-09-2013;78276;70182
23-09-2013;82351;74047
24-09-2013;80824;72618
25-09-2013;79539;72629
26-09-2013;76459;73751
27-09-2013;77511;74093
28-09-2013;76177;71640
29-09-2013;75473;71975
