Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2015;311997;305138
01-04-2015;314445;302228
02-04-2015;314862;302752
03-04-2015;304388;299373
04-04-2015;291803;284633
05-04-2015;286905;277047
06-04-2015;302546;303189
07-04-2015;298214;299102
08-04-2015;299571;296795
09-04-2015;306601;303307
10-04-2015;300454;296517
11-04-2015;283903;279304
12-04-2015;272521;259912
13-04-2015;293716;283861
14-04-2015;294035;285097
15-04-2015;297096;286193
16-04-2015;304673;290001
17-04-2015;305932;289291
18-04-2015;292210;266347
19-04-2015;287363;257925
20-04-2015;313023;293005
21-04-2015;297526;286825
22-04-2015;299169;290385
23-04-2015;303565;292602
24-04-2015;299030;289931
25-04-2015;288059;268038
26-04-2015;281199;258381
27-04-2015;300741;282043
28-04-2015;298675;276930
29-04-2015;308650;268273
