Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2016;601900;606471
02-03-2016;610472;610642
03-03-2016;610485;612341
04-03-2016;605862;613433
05-03-2016;579931;610126
06-03-2016;577831;611551
07-03-2016;579127;618162
08-03-2016;588493;610961
09-03-2016;601024;623188
10-03-2016;608559;618442
11-03-2016;612025;615461
12-03-2016;602885;605243
13-03-2016;593377;592068
14-03-2016;611237;599097
15-03-2016;608121;596520
16-03-2016;609482;599550
17-03-2016;600830;597251
18-03-2016;596725;594157
19-03-2016;593673;582346
20-03-2016;589418;576730
21-03-2016;590157;580132
22-03-2016;585720;578866
23-03-2016;585199;579140
24-03-2016;582130;576185
25-03-2016;578373;573752
26-03-2016;579772;572025
27-03-2016;576886;568716
28-03-2016;586573;575811
29-03-2016;578347;573336
30-03-2016;583085;571976
