Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2019;245699;228627
02-05-2019;248152;227073
03-05-2019;255551;232942
04-05-2019;250050;231725
05-05-2019;246992;229788
06-05-2019;251415;235821
07-05-2019;255023;232253
08-05-2019;253990;234189
09-05-2019;246824;221573
10-05-2019;254963;226395
11-05-2019;254760;227398
12-05-2019;258574;227662
13-05-2019;269567;236358
14-05-2019;263964;234478
15-05-2019;263610;232947
16-05-2019;262478;236388
17-05-2019;263434;240993
18-05-2019;258094;233068
19-05-2019;247538;228724
20-05-2019;259664;235379
21-05-2019;257149;234508
22-05-2019;253093;234544
23-05-2019;256326;236709
24-05-2019;255348;238074
25-05-2019;249274;231285
26-05-2019;239641;225654
27-05-2019;246361;232820
28-05-2019;257026;237720
29-05-2019;254708;243494
30-05-2019;250313;250777
