Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2012;650684;624730
01-04-2012;645440;609834
02-04-2012;692150;653174
03-04-2012;700880;664984
04-04-2012;696344;657203
05-04-2012;692335;657714
06-04-2012;669854;649819
07-04-2012;621186;616148
08-04-2012;595860;595266
09-04-2012;635474;645855
10-04-2012;647423;648972
11-04-2012;650007;646420
12-04-2012;637519;644660
13-04-2012;655409;647026
14-04-2012;604810;588506
15-04-2012;563141;554860
16-04-2012;623655;597686
17-04-2012;615006;587744
18-04-2012;622775;594629
19-04-2012;621882;595796
20-04-2012;625428;591826
21-04-2012;558290;547254
22-04-2012;550438;528710
23-04-2012;580560;571647
24-04-2012;568978;560997
25-04-2012;555120;553922
26-04-2012;553257;552716
27-04-2012;546352;548986
28-04-2012;524478;536951
29-04-2012;475567;498560
