Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2013;690335;679445
02-10-2013;698942;680663
03-10-2013;697278;680862
04-10-2013;694995;683089
05-10-2013;653275;636619
06-10-2013;619773;608703
07-10-2013;685410;657529
08-10-2013;679086;654243
09-10-2013;672066;649788
10-10-2013;661916;639828
11-10-2013;660598;638059
12-10-2013;620581;603041
13-10-2013;593376;592728
14-10-2013;652608;644046
15-10-2013;659351;649664
16-10-2013;667267;653034
17-10-2013;665878;652282
18-10-2013;670059;661115
19-10-2013;630345;629446
20-10-2013;613541;613541
21-10-2013;676154;663921
22-10-2013;689831;671231
23-10-2013;691443;677122
24-10-2013;705443;681925
25-10-2013;708605;662557
26-10-2013;673692;620593
27-10-2013;650124;610014
28-10-2013;689276;652661
29-10-2013;674753;641775
30-10-2013;674520;639094
