Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2018;314202;317851
01-11-2018;312131;319532
02-11-2018;302983;319126
03-11-2018;272445;297610
04-11-2018;265580;289377
05-11-2018;266935;289927
06-11-2018;291745;308831
07-11-2018;300986;314792
08-11-2018;312388;320339
09-11-2018;314314;321446
10-11-2018;301878;310256
11-11-2018;303198;306276
12-11-2018;333684;333930
13-11-2018;332493;339020
14-11-2018;327132;340241
15-11-2018;330632;341472
16-11-2018;325517;342206
17-11-2018;305116;325075
18-11-2018;297662;313490
19-11-2018;317657;334126
20-11-2018;319615;335350
21-11-2018;318049;335468
22-11-2018;323200;338078
23-11-2018;330297;341012
24-11-2018;320474;328831
25-11-2018;304449;315694
26-11-2018;328098;341450
27-11-2018;330117;344057
28-11-2018;329318;348849
29-11-2018;338230;351497
