Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2013;314912;311010
01-11-2013;317074;307426
02-11-2013;312425;291939
03-11-2013;309159;281400
04-11-2013;314951;282182
05-11-2013;324719;303687
06-11-2013;319084;301179
07-11-2013;318018;304515
08-11-2013;322413;309744
09-11-2013;311486;292263
10-11-2013;306741;281834
11-11-2013;322819;309194
12-11-2013;318349;315616
13-11-2013;323274;315603
14-11-2013;319604;317846
15-11-2013;324276;320698
16-11-2013;322645;303312
17-11-2013;313036;294982
18-11-2013;337399;324213
19-11-2013;328219;326066
20-11-2013;323529;324637
21-11-2013;304259;327581
22-11-2013;307567;326159
23-11-2013;324871;309089
24-11-2013;318306;299596
25-11-2013;321299;326357
26-11-2013;329060;332862
27-11-2013;333065;336196
28-11-2013;338111;336408
29-11-2013;330293;334397
