Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-08-2016;84331;71623
02-08-2016;86362;72152
03-08-2016;85597;71507
04-08-2016;85592;71626
05-08-2016;85884;71853
06-08-2016;84355;70507
07-08-2016;83513;69707
08-08-2016;83946;69977
09-08-2016;82974;68968
10-08-2016;84298;70227
11-08-2016;87804;73525
12-08-2016;87656;73921
13-08-2016;85854;71291
14-08-2016;84418;70072
15-08-2016;85642;71320
16-08-2016;84418;70145
17-08-2016;81347;67037
18-08-2016;82100;67536
19-08-2016;84390;69805
20-08-2016;83157;68566
21-08-2016;84805;70221
22-08-2016;86155;71690
23-08-2016;84476;70152
24-08-2016;86129;71673
25-08-2016;86931;72345
26-08-2016;85512;70895
27-08-2016;85379;70739
28-08-2016;85311;70748
29-08-2016;89543;74854
30-08-2016;88915;74242
