Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2019;333088;284255
02-12-2019;333978;295177
03-12-2019;327291;293801
04-12-2019;334699;294825
05-12-2019;335171;288807
06-12-2019;337421;288820
07-12-2019;341491;281979
08-12-2019;339222;279645
09-12-2019;343622;287670
10-12-2019;348293;289079
11-12-2019;347758;295100
12-12-2019;352069;294628
13-12-2019;349135;294136
14-12-2019;336127;283103
15-12-2019;335685;280464
16-12-2019;332653;278752
17-12-2019;348918;289439
18-12-2019;347675;290260
19-12-2019;344955;288741
20-12-2019;353883;292027
21-12-2019;356197;285289
22-12-2019;351721;279660
23-12-2019;349610;287943
24-12-2019;350602;288945
25-12-2019;349334;288308
26-12-2019;349295;290635
27-12-2019;359792;293839
28-12-2019;364712;291426
29-12-2019;364085;288740
30-12-2019;348950;291132
