Дата;Генерация, МВт*ч;Потребление, МВт*ч
30-01-2020;308595;311421
31-01-2020;302896;314847
01-02-2020;291227;305772
02-02-2020;288870;297285
03-02-2020;307947;305705
04-02-2020;303665;304525
05-02-2020;305293;309369
06-02-2020;302093;307746
07-02-2020;312230;314694
08-02-2020;312138;317860
09-02-2020;312261;324158
10-02-2020;334413;339896
11-02-2020;336855;337010
12-02-2020;331145;334741
13-02-2020;330232;328795
14-02-2020;325174;322796
15-02-2020;310134;312073
16-02-2020;305054;307171
17-02-2020;325019;319356
18-02-2020;315286;313611
19-02-2020;310640;308153
20-02-2020;305775;308290
21-02-2020;307365;312431
22-02-2020;293523;305833
23-02-2020;287919;297024
24-02-2020;291230;302419
25-02-2020;299854;307278
26-02-2020;300490;303142
27-02-2020;291012;292140
28-02-2020;292494;293150
