Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2018;311719;320649
02-12-2018;308858;312712
03-12-2018;325472;321408
04-12-2018;323827;321491
05-12-2018;326472;323308
06-12-2018;315151;321873
07-12-2018;325103;322789
08-12-2018;309539;314422
09-12-2018;296140;306195
10-12-2018;313098;319774
11-12-2018;316297;317600
12-12-2018;315607;314511
13-12-2018;318936;315890
14-12-2018;323103;315939
15-12-2018;315406;313125
16-12-2018;313224;311176
17-12-2018;342352;331465
18-12-2018;348318;338380
19-12-2018;341468;337928
20-12-2018;343628;334633
21-12-2018;338949;333387
22-12-2018;322055;322254
23-12-2018;314878;311985
24-12-2018;328957;321289
25-12-2018;338410;326626
26-12-2018;334022;329081
27-12-2018;325452;330253
28-12-2018;327064;328696
29-12-2018;314529;322982
30-12-2018;304685;314112
