Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-01-2017;304449;249987
02-01-2017;319304;262380
03-01-2017;327825;277717
04-01-2017;341210;291848
05-01-2017;344029;302045
06-01-2017;354621;308608
07-01-2017;359723;306219
08-01-2017;362450;302739
09-01-2017;363006;309978
10-01-2017;357981;305513
11-01-2017;353083;302199
12-01-2017;361273;303791
13-01-2017;360219;302766
14-01-2017;352703;288564
15-01-2017;348845;284462
16-01-2017;356863;297567
17-01-2017;360501;300272
18-01-2017;358625;299846
19-01-2017;355203;297792
20-01-2017;355721;296559
21-01-2017;352219;286992
22-01-2017;354644;286485
23-01-2017;358697;298544
24-01-2017;359995;301626
25-01-2017;360251;304951
26-01-2017;357571;302331
27-01-2017;345958;294915
28-01-2017;352912;284671
29-01-2017;353367;282078
30-01-2017;355377;294898
