Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2017;312991;272391
01-04-2017;316935;264694
02-04-2017;316060;259924
03-04-2017;311538;271332
04-04-2017;309474;267448
05-04-2017;304680;262779
06-04-2017;299180;262671
07-04-2017;305704;263827
08-04-2017;306278;259181
09-04-2017;304079;253686
10-04-2017;287006;258809
11-04-2017;266215;257697
12-04-2017;280359;261831
13-04-2017;292179;267944
14-04-2017;295431;270548
15-04-2017;296420;262979
16-04-2017;280888;256463
17-04-2017;277804;269606
18-04-2017;283306;267848
19-04-2017;280103;265811
20-04-2017;277664;263313
21-04-2017;275622;266808
22-04-2017;274366;258010
23-04-2017;275139;253462
24-04-2017;277713;262411
25-04-2017;280160;263087
26-04-2017;275771;262260
27-04-2017;274518;261218
28-04-2017;278476;257473
29-04-2017;285959;255974
