Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2020;587253;592840
01-11-2020;585956;590801
02-11-2020;590513;598939
03-11-2020;587693;597395
04-11-2020;593308;597395
05-11-2020;593184;602029
06-11-2020;591098;599961
07-11-2020;593206;596483
08-11-2020;583298;588179
09-11-2020;586434;593823
10-11-2020;587904;596620
11-11-2020;589732;600573
12-11-2020;592247;602595
13-11-2020;594001;604867
14-11-2020;596084;601603
15-11-2020;604413;604026
16-11-2020;608190;621147
17-11-2020;608873;627496
18-11-2020;613850;631523
19-11-2020;616595;633305
20-11-2020;615449;631468
21-11-2020;603834;618738
22-11-2020;612624;613353
23-11-2020;619813;621606
24-11-2020;616327;623204
25-11-2020;617124;625986
26-11-2020;628198;635814
27-11-2020;636648;642489
28-11-2020;640911;642603
29-11-2020;340084;347263
