Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2015;470022;480294
01-06-2015;483094;489444
02-06-2015;484701;492246
03-06-2015;483726;491616
04-06-2015;486880;492211
05-06-2015;478172;490742
06-06-2015;470328;478636
07-06-2015;462187;475268
08-06-2015;475437;485361
09-06-2015;478671;488086
10-06-2015;477478;485429
11-06-2015;473433;481608
12-06-2015;466495;470920
13-06-2015;469404;471009
14-06-2015;455418;469231
15-06-2015;477351;482891
16-06-2015;466439;480176
17-06-2015;471459;477722
18-06-2015;472495;475894
19-06-2015;466961;475608
20-06-2015;462224;466160
21-06-2015;453892;461986
22-06-2015;461138;474016
23-06-2015;461127;475759
24-06-2015;464012;480340
25-06-2015;461853;478699
26-06-2015;474226;479581
27-06-2015;473681;471460
28-06-2015;473186;470625
29-06-2015;478941;482923
