Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2013;539143;543525
02-10-2013;543766;548561
03-10-2013;545602;551504
04-10-2013;552235;556079
05-10-2013;546014;550967
06-10-2013;537939;544120
07-10-2013;545957;558287
08-10-2013;545328;555774
09-10-2013;542222;554473
10-10-2013;549279;559635
11-10-2013;560210;565280
12-10-2013;553957;561272
13-10-2013;549605;557295
14-10-2013;561256;566255
15-10-2013;557686;563429
16-10-2013;559559;565397
17-10-2013;562976;569916
18-10-2013;563924;567204
19-10-2013;554375;559699
20-10-2013;559521;563603
21-10-2013;570823;581302
22-10-2013;574139;581359
23-10-2013;575115;579788
24-10-2013;570092;578660
25-10-2013;569272;582250
26-10-2013;564658;573656
27-10-2013;564311;569032
28-10-2013;571810;578831
29-10-2013;567179;575229
30-10-2013;563393;569696
