Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-12-2011;250693;279843
02-12-2011;247906;280239
03-12-2011;235070;270704
04-12-2011;234675;264811
05-12-2011;244567;274498
06-12-2011;242490;271792
07-12-2011;243489;272258
08-12-2011;246059;273384
09-12-2011;245401;274376
10-12-2011;232750;266443
11-12-2011;226844;260679
12-12-2011;240676;274291
13-12-2011;237633;273714
14-12-2011;239575;276676
15-12-2011;241661;275603
16-12-2011;238674;276018
17-12-2011;234890;268595
18-12-2011;223974;261890
19-12-2011;245714;272483
20-12-2011;244138;274116
21-12-2011;239787;273150
22-12-2011;235832;269063
23-12-2011;237674;271059
24-12-2011;227489;264337
25-12-2011;225791;260523
26-12-2011;242624;274649
27-12-2011;241044;276350
28-12-2011;239191;270729
29-12-2011;235841;266474
30-12-2011;234497;265618
