Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2019;290316;253216
02-10-2019;294772;256140
03-10-2019;284084;260022
04-10-2019;289953;263269
05-10-2019;300858;256833
06-10-2019;296805;254995
07-10-2019;305093;265226
08-10-2019;301918;265741
09-10-2019;304217;265368
10-10-2019;305032;266293
11-10-2019;308826;263298
12-10-2019;314724;258118
13-10-2019;317719;251938
14-10-2019;310425;263800
15-10-2019;303978;264299
16-10-2019;305057;265814
17-10-2019;308992;268460
18-10-2019;312563;269401
19-10-2019;314969;259776
20-10-2019;310814;255382
21-10-2019;314397;267367
22-10-2019;308876;266825
23-10-2019;309413;264392
24-10-2019;307095;265194
25-10-2019;313715;265285
26-10-2019;312146;258718
27-10-2019;311969;260330
28-10-2019;314322;272005
29-10-2019;320896;279460
30-10-2019;321824;283407
