Дата;Генерация, МВт*ч;Потребление, МВт*ч
30-01-2020;375758;303468
31-01-2020;369897;303241
01-02-2020;363449;296998
02-02-2020;357858;288031
03-02-2020;365919;296354
04-02-2020;371667;298900
05-02-2020;368322;303113
06-02-2020;360056;303520
07-02-2020;351982;303629
08-02-2020;346910;292302
09-02-2020;340847;284255
10-02-2020;344124;292037
11-02-2020;342876;287578
12-02-2020;341314;286832
13-02-2020;343278;287257
14-02-2020;343756;288268
15-02-2020;339414;282394
16-02-2020;332460;278742
17-02-2020;342465;286477
18-02-2020;343889;284132
19-02-2020;337695;282896
20-02-2020;342408;285247
21-02-2020;341211;285759
22-02-2020;338498;276689
23-02-2020;323509;268910
24-02-2020;332494;271560
25-02-2020;336744;283870
26-02-2020;339016;288449
27-02-2020;335640;288979
28-02-2020;337298;293554
