Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2017;608800;607162
02-03-2017;606928;607210
03-03-2017;606639;609461
04-03-2017;593477;602873
05-03-2017;589037;596472
06-03-2017;605801;603829
07-03-2017;601765;602906
08-03-2017;583457;586931
09-03-2017;597278;601289
10-03-2017;600897;604742
11-03-2017;597819;599474
12-03-2017;590943;591167
13-03-2017;592280;596664
14-03-2017;582818;590902
15-03-2017;590952;592648
16-03-2017;595169;596249
17-03-2017;596459;600179
18-03-2017;589205;596171
19-03-2017;588496;590758
20-03-2017;590187;596114
21-03-2017;587226;593567
22-03-2017;585977;589835
23-03-2017;585367;588334
24-03-2017;579561;582455
25-03-2017;579303;577248
26-03-2017;573774;571203
27-03-2017;581391;578885
28-03-2017;584159;579108
29-03-2017;575647;571624
30-03-2017;579923;571294
