Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2013;551823;581204
01-04-2013;563006;593183
02-04-2013;565069;596683
03-04-2013;563997;595307
04-04-2013;568382;596096
05-04-2013;568537;592486
06-04-2013;557555;583054
07-04-2013;546256;576820
08-04-2013;553931;583144
09-04-2013;547626;574850
10-04-2013;546041;570191
11-04-2013;542863;571472
12-04-2013;545126;575178
13-04-2013;540168;567077
14-04-2013;531224;563392
15-04-2013;544147;574081
16-04-2013;544566;573509
17-04-2013;544267;570046
18-04-2013;542193;571502
19-04-2013;545054;567285
20-04-2013;529248;556855
21-04-2013;524767;555176
22-04-2013;526346;559890
23-04-2013;524159;554529
24-04-2013;517708;547708
25-04-2013;512386;547134
26-04-2013;522679;544682
27-04-2013;519060;536399
28-04-2013;509422;529080
29-04-2013;519606;542695
