Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2014;110459;101293
02-03-2014;109861;100657
03-03-2014;114891;105662
04-03-2014;113914;104970
05-03-2014;114548;105705
06-03-2014;115533;106826
07-03-2014;114472;105532
08-03-2014;111564;102757
09-03-2014;110143;101350
10-03-2014;109659;100846
11-03-2014;109860;98637
12-03-2014;110466;99187
13-03-2014;109375;98349
14-03-2014;109188;97928
15-03-2014;106547;97802
16-03-2014;104791;96098
17-03-2014;107451;96632
18-03-2014;103436;92850
19-03-2014;102746;91974
20-03-2014;101586;90704
21-03-2014;101009;90294
22-03-2014;98079;90336
23-03-2014;97268;89443
24-03-2014;98716;87684
25-03-2014;98420;87279
26-03-2014;97457;86511
27-03-2014;97219;85671
28-03-2014;97060;85487
29-03-2014;94160;85076
30-03-2014;94050;84778
