Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-07-2011;254786;213489
02-07-2011;244273;200110
03-07-2011;250338;199066
04-07-2011;268474;212483
05-07-2011;273620;211638
06-07-2011;277186;214220
07-07-2011;281676;214601
08-07-2011;270549;214817
09-07-2011;256642;203944
10-07-2011;252967;200736
11-07-2011;256558;212821
12-07-2011;250727;212189
13-07-2011;241955;207446
14-07-2011;237682;205524
15-07-2011;239216;207885
16-07-2011;229568;199884
17-07-2011;230203;196610
18-07-2011;235913;207835
19-07-2011;236396;208273
20-07-2011;238441;210565
21-07-2011;236555;210207
22-07-2011;239964;209482
23-07-2011;229384;198778
24-07-2011;231798;195459
25-07-2011;230645;205528
26-07-2011;227723;205578
27-07-2011;232015;208665
28-07-2011;236802;211063
29-07-2011;238086;209592
30-07-2011;228454;200997
