Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2020;296799;292069
01-11-2020;287640;282012
02-11-2020;300741;302249
03-11-2020;293893;303523
04-11-2020;285716;288656
05-11-2020;295801;304379
06-11-2020;298284;303274
07-11-2020;284382;290646
08-11-2020;269507;283161
09-11-2020;297189;306874
10-11-2020;297154;312566
11-11-2020;299720;314672
12-11-2020;309600;318410
13-11-2020;310614;318575
14-11-2020;303799;305201
15-11-2020;307314;298753
16-11-2020;321078;326155
17-11-2020;323450;333181
18-11-2020;331011;336910
19-11-2020;334094;335655
20-11-2020;329903;334397
21-11-2020;323056;318209
22-11-2020;307285;308478
23-11-2020;329745;331787
24-11-2020;326234;330817
25-11-2020;324618;330306
26-11-2020;325389;329909
27-11-2020;327161;333715
28-11-2020;298150;315384
29-11-2020;161819;158222
