Дата;Генерация, МВт*ч;Потребление, МВт*ч
29-01-2013;3325752;3284880
30-01-2013;3305674;3271489
31-01-2013;3281952;3243691
01-02-2013;3241513;3207064
02-02-2013;3132916;3082601
03-02-2013;3092153;3042000
04-02-2013;3221543;3181009
05-02-2013;3239761;3191428
06-02-2013;3236688;3185283
07-02-2013;3235881;3189057
08-02-2013;3248267;3193868
09-02-2013;3148367;3079012
10-02-2013;3082344;3022179
11-02-2013;3186884;3143813
12-02-2013;3191798;3150327
13-02-2013;3184322;3144629
14-02-2013;3180768;3141671
15-02-2013;3196705;3158754
16-02-2013;3126582;3067628
17-02-2013;3073856;3024789
18-02-2013;3220996;3179766
19-02-2013;3229396;3192349
20-02-2013;3244601;3201334
21-02-2013;3250601;3207286
22-02-2013;3233542;3186472
23-02-2013;3093273;3035745
24-02-2013;3059170;3007885
25-02-2013;3191550;3146700
26-02-2013;3183246;3139179
27-02-2013;3180817;3135389
