Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2013;483906;514143
01-06-2013;478614;503775
02-06-2013;476977;500796
03-06-2013;484248;513111
04-06-2013;481182;508165
05-06-2013;476218;507268
06-06-2013;482495;506006
07-06-2013;485049;505088
08-06-2013;467785;488838
09-06-2013;462152;480390
10-06-2013;469917;491593
11-06-2013;464170;488339
12-06-2013;454020;478141
13-06-2013;460441;487291
14-06-2013;460321;487078
15-06-2013;459433;477275
16-06-2013;457410;477705
17-06-2013;466277;488311
18-06-2013;468897;486997
19-06-2013;454625;478051
20-06-2013;464098;481399
21-06-2013;463330;482433
22-06-2013;457683;472032
23-06-2013;456833;468700
24-06-2013;472108;482937
25-06-2013;473554;482678
26-06-2013;478553;486282
27-06-2013;463310;482816
28-06-2013;466191;485651
29-06-2013;458587;476160
