Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-10-2013;77640;74506
02-10-2013;81712;78625
03-10-2013;83032;79898
04-10-2013;82993;79825
05-10-2013;81575;78345
06-10-2013;79523;76385
07-10-2013;80739;77486
08-10-2013;81262;77974
09-10-2013;81665;78314
10-10-2013;82756;79144
11-10-2013;86710;81582
12-10-2013;87938;80840
13-10-2013;83547;78859
14-10-2013;97283;85248
15-10-2013;97052;84773
16-10-2013;97493;85689
17-10-2013;98340;86153
18-10-2013;96920;84762
19-10-2013;92091;82614
20-10-2013;90543;81274
21-10-2013;95258;83202
22-10-2013;94037;83113
23-10-2013;94724;84329
24-10-2013;94544;84465
25-10-2013;98008;87660
26-10-2013;92699;85847
27-10-2013;91159;84296
28-10-2013;95654;86080
29-10-2013;95681;86034
30-10-2013;96236;87145
