Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2014;644541;659764
02-03-2014;622642;648193
03-03-2014;674459;692712
04-03-2014;681164;694112
05-03-2014;686378;694671
06-03-2014;685320;692131
07-03-2014;658298;677903
08-03-2014;599588;620514
09-03-2014;604914;613023
10-03-2014;626852;621821
11-03-2014;664024;656251
12-03-2014;667648;661241
13-03-2014;656529;654474
14-03-2014;660031;655729
15-03-2014;640727;623890
16-03-2014;627745;619420
17-03-2014;678128;671970
18-03-2014;694064;682306
19-03-2014;690718;690811
20-03-2014;678287;692177
21-03-2014;676487;691389
22-03-2014;620162;630673
23-03-2014;591871;602839
24-03-2014;632936;634573
25-03-2014;624839;625657
26-03-2014;633504;633466
27-03-2014;632787;640609
28-03-2014;640478;648051
29-03-2014;632752;630617
30-03-2014;615875;612834
