Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2017;657075;667471
01-06-2017;661443;659899
02-06-2017;647866;656260
03-06-2017;634077;637375
04-06-2017;617499;636388
05-06-2017;652729;661827
06-06-2017;654465;662653
07-06-2017;642088;660014
08-06-2017;628292;656454
09-06-2017;640467;656532
10-06-2017;637865;642589
11-06-2017;613908;629883
12-06-2017;608619;629914
13-06-2017;617805;645011
14-06-2017;614028;641487
15-06-2017;612934;634878
16-06-2017;631779;643578
17-06-2017;622480;631779
18-06-2017;605183;618397
19-06-2017;649821;646312
20-06-2017;650487;641771
21-06-2017;634824;639735
22-06-2017;623170;638424
23-06-2017;634712;643771
24-06-2017;628095;634638
25-06-2017;620158;634438
26-06-2017;642081;644634
27-06-2017;653937;647135
28-06-2017;654646;646543
29-06-2017;642056;643379
