Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-10-2014;299633;263764
01-11-2014;301174;257839
02-11-2014;300575;258194
03-11-2014;301249;255424
04-11-2014;298408;251776
05-11-2014;297638;263950
06-11-2014;301979;267857
07-11-2014;307056;274281
08-11-2014;300681;263956
09-11-2014;299541;257670
10-11-2014;314376;269506
11-11-2014;313972;269571
12-11-2014;312274;267279
13-11-2014;312920;270735
14-11-2014;316090;274196
15-11-2014;312277;265171
16-11-2014;318052;263793
17-11-2014;325101;278947
18-11-2014;326060;282940
19-11-2014;330307;285406
20-11-2014;337213;288311
21-11-2014;332831;290126
22-11-2014;336250;277131
23-11-2014;327807;270057
24-11-2014;333906;285018
25-11-2014;332844;286690
26-11-2014;329422;287468
27-11-2014;333337;288400
28-11-2014;332063;290377
29-11-2014;335118;280734
