Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-05-2015;2321810;2289609
01-06-2015;2444141;2407732
02-06-2015;2461898;2423342
03-06-2015;2465591;2428639
04-06-2015;2475055;2431761
05-06-2015;2455894;2414729
06-06-2015;2342231;2306963
07-06-2015;2308813;2275674
08-06-2015;2444639;2408589
09-06-2015;2454427;2424413
10-06-2015;2458502;2424945
11-06-2015;2447257;2409850
12-06-2015;2337166;2293613
13-06-2015;2321715;2289404
14-06-2015;2324294;2290931
15-06-2015;2468926;2433073
16-06-2015;2457394;2422558
17-06-2015;2460852;2416549
18-06-2015;2456159;2409033
19-06-2015;2458794;2417433
20-06-2015;2377438;2335756
21-06-2015;2330018;2296201
22-06-2015;2470633;2431427
23-06-2015;2483580;2441933
24-06-2015;2501200;2459929
25-06-2015;2487394;2456946
26-06-2015;2480320;2451033
27-06-2015;2384227;2353565
28-06-2015;2340141;2315359
29-06-2015;2454816;2427683
