Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2018;280669;273239
01-09-2018;268322;259796
02-09-2018;253836;250777
03-09-2018;263340;260555
04-09-2018;267778;259191
05-09-2018;263115;259826
06-09-2018;256935;253090
07-09-2018;258082;244454
08-09-2018;242980;238021
09-09-2018;245777;232639
10-09-2018;255546;241435
11-09-2018;255373;240299
12-09-2018;257862;242770
13-09-2018;257343;246156
14-09-2018;253313;245446
15-09-2018;239437;241264
16-09-2018;237042;234401
17-09-2018;255220;240835
18-09-2018;254750;239527
19-09-2018;252282;241175
20-09-2018;255503;241981
21-09-2018;254728;240933
22-09-2018;252769;234496
23-09-2018;248903;232793
24-09-2018;259536;238746
25-09-2018;256510;241444
26-09-2018;257876;242836
27-09-2018;258859;245013
28-09-2018;255503;244373
29-09-2018;241621;238602
