Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-03-2014;307491;262530
01-04-2014;307647;262684
02-04-2014;309150;264324
03-04-2014;309111;264067
04-04-2014;308788;265388
05-04-2014;303784;255516
06-04-2014;297585;251043
07-04-2014;307402;261032
08-04-2014;311385;263151
09-04-2014;311049;264047
10-04-2014;313182;263684
11-04-2014;310878;261017
12-04-2014;303341;250654
13-04-2014;291927;244163
14-04-2014;300533;255167
15-04-2014;289611;253153
16-04-2014;291558;254215
17-04-2014;285625;253114
18-04-2014;284986;249047
19-04-2014;261193;237412
20-04-2014;247735;226555
21-04-2014;256761;238123
22-04-2014;256439;235710
23-04-2014;259578;238946
24-04-2014;260196;242821
25-04-2014;259941;241674
26-04-2014;261455;232827
27-04-2014;257320;227312
28-04-2014;264492;237155
29-04-2014;264975;237261
