Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2011;78837;75945
02-05-2011;77560;74685
03-05-2011;80457;77543
04-05-2011;79824;77015
05-05-2011;79417;76291
06-05-2011;81990;79016
07-05-2011;80150;77142
08-05-2011;78420;75354
09-05-2011;79176;75989
10-05-2011;78034;74929
11-05-2011;76274;73144
12-05-2011;78047;74617
13-05-2011;79375;76169
14-05-2011;76985;73644
15-05-2011;76253;73147
16-05-2011;77482;74333
17-05-2011;76385;72953
18-05-2011;76343;72853
19-05-2011;79120;75619
20-05-2011;75569;72046
21-05-2011;74212;70929
22-05-2011;72876;69465
23-05-2011;75270;71805
24-05-2011;73059;70016
25-05-2011;70535;67261
26-05-2011;69764;66549
27-05-2011;69939;66937
28-05-2011;70367;67127
29-05-2011;70858;67701
30-05-2011;71527;68326
