Дата;Генерация, МВт*ч;Потребление, МВт*ч
31-08-2011;254138;221921
01-09-2011;254941;223229
02-09-2011;255776;224682
03-09-2011;246171;213493
04-09-2011;243637;210275
05-09-2011;256581;224588
06-09-2011;263376;226094
07-09-2011;262011;228101
08-09-2011;265024;229150
09-09-2011;264604;227461
10-09-2011;253598;216166
11-09-2011;255062;213603
12-09-2011;271471;229777
13-09-2011;274001;231910
14-09-2011;269298;230273
15-09-2011;272768;233371
16-09-2011;278620;235802
17-09-2011;264449;222317
18-09-2011;258402;217647
19-09-2011;271553;236726
20-09-2011;273372;240485
21-09-2011;273605;239005
22-09-2011;267735;242821
23-09-2011;272656;243567
24-09-2011;260714;232965
25-09-2011;257315;227159
26-09-2011;276848;245918
27-09-2011;282202;250302
28-09-2011;286401;248295
29-09-2011;289805;249333
