Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-03-2020;287134;292295
02-03-2020;298607;314837
03-03-2020;303453;315466
04-03-2020;295756;316015
05-03-2020;294643;313222
06-03-2020;298719;313817
07-03-2020;291147;299170
08-03-2020;283945;285643
09-03-2020;283206;289807
10-03-2020;295305;310400
11-03-2020;298871;304689
12-03-2020;299121;307989
13-03-2020;297353;309484
14-03-2020;303263;295395
15-03-2020;316696;291125
16-03-2020;318044;313116
17-03-2020;322666;313200
18-03-2020;326288;309090
19-03-2020;318411;310245
20-03-2020;328312;312727
21-03-2020;323592;299206
22-03-2020;360776;297131
23-03-2020;357203;321205
24-03-2020;351268;322504
25-03-2020;353908;319108
26-03-2020;344349;312760
27-03-2020;343914;304891
28-03-2020;340525;285913
29-03-2020;336150;274497
30-03-2020;332410;267632
