Дата;Генерация, МВт*ч;Потребление, МВт*ч
01-05-2011;610809;624324
02-05-2011;632867;634770
03-05-2011;657951;654675
04-05-2011;659405;655731
05-05-2011;664829;653507
06-05-2011;663459;648916
07-05-2011;640698;627108
08-05-2011;622636;617227
09-05-2011;614042;609852
10-05-2011;652633;633265
11-05-2011;652543;643491
12-05-2011;658097;650017
13-05-2011;664341;655282
14-05-2011;646374;634299
15-05-2011;631431;623642
16-05-2011;646067;642479
17-05-2011;655773;638856
18-05-2011;648169;631372
19-05-2011;631406;629584
20-05-2011;634634;632998
21-05-2011;622068;615184
22-05-2011;602878;607045
23-05-2011;617820;629896
24-05-2011;619877;633918
25-05-2011;628499;630426
26-05-2011;635987;623005
27-05-2011;633758;621644
28-05-2011;611298;607323
29-05-2011;601151;600091
30-05-2011;623056;620662
